pushups_up,1241.6876,721.92865,1252.0631,704.3669,1250.3147,701.8673,1248.5563,699.2483,1253.0273,703.84186,1252.3569,700.5617,1251.5413,697.3729,1231.7239,678.5412,1234.6548,675.33545,1219.1373,719.7173,1220.1327,717.5339,1106.0232,677.99036,1151.1614,697.975,1108.2758,834.6096,1154.6139,851.7169,1128.6111,955.12146,1165.5585,1002.0629,1165.0825,953.2391,1205.6462,1014.87933,1167.837,961.6855,1204.5901,998.8993,1154.7959,968.15344,1188.4639,996.5492,871.3136,693.4365,878.9511,708.64246,682.4156,815.99585,684.2101,835.70294,497.46048,902.4323,470.6263,933.8058,452.85428,907.00433,420.4555,939.5981,513.9892,978.34216,495.2425,1018.3586
pushups_up,301.53122,422.941,269.64758,390.91544,270.3665,381.32596,271.22726,371.89645,267.57236,399.5041,267.0091,396.62683,266.72824,393.38278,293.39603,316.05353,288.47568,347.73117,348.23914,396.59924,346.18463,407.23352,502.31757,309.6907,521.7113,309.24902,544.2428,620.4345,579.943,598.38824,535.95294,928.8349,585.71423,843.5191,468.35782,966.4723,519.7948,847.7478,449.04843,939.0195,507.07883,861.1722,480.74924,928.2992,533.83,867.75323,1019.7706,374.7391,1004.1926,385.35577,1349.2129,619.0543,1354.4609,613.5518,1701.6226,735.2943,1681.6552,745.99506,1775.8918,725.79407,1759.496,732.95355,1693.0282,887.4068,1683.2982,921.18207
pushups_up,1205.7595,592.2996,1233.0842,577.25714,1233.8712,573.3723,1234.5499,569.3739,1232.4281,576.03564,1233.3289,570.9222,1234.0773,565.97046,1228.3927,535.01324,1227.4407,530.9653,1182.293,578.5376,1181.9083,574.90466,1061.8969,487.89053,1118.8911,525.0609,1020.21173,681.24896,1095.9407,726.56573,1010.3629,833.3828,1101.2003,910.8328,1049.2495,827.0218,1150.8654,927.26776,1057.5638,840.3254,1150.2119,905.84845,1044.0928,850.3013,1128.9104,899.8574,730.821,551.5228,745.05896,584.9144,490.34683,682.6526,488.10025,723.0072,260.3568,724.0351,223.76456,749.6802,208.75975,712.82434,172.96114,734.4992,264.49847,828.8402,219.12477,859.35144
pushups_up,1264.1812,752.55444,1279.0741,738.3418,1278.8347,735.4773,1278.5593,732.5254,1277.7642,739.51056,1276.9578,737.0284,1276.0713,734.63574,1266.4791,715.37366,1262.8909,717.1261,1245.5636,749.66956,1243.7567,748.7588,1149.3154,694.5556,1177.8386,738.34076,1115.6768,819.23944,1149.7856,877.4779,1130.7908,921.83356,1166.2623,1002.49365,1160.1816,920.7983,1200.3552,1014.6426,1164.5914,930.7828,1203.1183,999.2744,1154.0884,936.3798,1189.3346,995.17615,914.7722,747.29517,923.35156,779.08594,739.4764,833.2495,734.51526,866.6435,557.464,863.6444,536.8022,885.67346,518.8567,857.97345,497.00415,874.811,559.0549,939.7937,541.86804,966.9267
pushups_up,468.76337,670.1737,449.185,648.7178,449.61893,644.28503,450.19766,640.0351,447.98697,650.47284,448.0199,647.21594,448.17978,643.71326,466.2628,610.2031,462.00317,616.0839,494.7547,659.38885,493.61963,662.8162,579.4748,630.0808,624.52014,600.8141,603.3333,827.53503,659.1719,761.4719,586.43933,1004.66425,645.75336,894.69336,537.4013,1019.08435,605.13513,887.5984,533.4064,1000.4081,598.1457,899.5412,554.0766,997.2029,608.85864,906.9704,926.4511,668.4531,912.011,660.0258,1180.5884,777.67694,774.8293,714.4591,1433.0413,875.9391,963.45105,830.5664,1490.7367,877.5323,999.83185,837.7222,1384.3323,992.38934,952.1005,895.87067
pushups_up,1335.9255,757.9381,1350.1001,749.33514,1350.4102,746.6611,1350.7606,743.87976,1349.3137,749.99805,1349.5,747.65784,1349.5789,745.4161,1347.5587,726.8789,1346.1348,727.7301,1323.0201,750.38885,1322.2198,750.4123,1258.0558,692.42615,1289.2219,720.46564,1211.8206,801.2147,1257.9795,838.7323,1213.4454,891.2474,1260.226,944.5671,1236.2366,892.05975,1286.8367,960.55023,1245.7955,902.09265,1289.9392,949.38434,1235.997,906.38336,1276.9174,944.1226,1077.2058,720.4064,1082.0485,740.2838,912.64764,806.2025,907.1447,824.6789,764.73694,846.5006,730.3122,872.36993,728.7885,842.9134,692.14734,867.1031,776.49677,919.0303,740.58356,956.15845
pushups_up,279.62137,405.66022,264.2466,396.86356,263.84528,393.58237,263.50186,390.35904,264.67197,400.28278,264.70212,399.68622,264.77423,398.941,268.82684,373.89737,270.54123,385.92596,293.88007,397.34613,294.37018,402.02203,338.5751,381.9539,369.0532,352.813,365.40787,497.74435,398.0605,455.90527,355.01083,602.5973,395.2075,542.18243,324.0248,610.34357,372.14337,539.15454,321.69952,598.9928,366.87646,547.9044,333.97363,597.4205,373.69238,554.8593,560.6786,395.82642,565.5053,373.72644,700.9125,489.29968,694.4921,449.20306,849.1149,551.1602,817.93445,498.49838,882.70325,552.0938,850.01624,498.64978,838.51166,617.11554,808.6868,560.6076
pushups_up,2529.931,1369.9766,2566.4214,1348.7736,2565.7517,1344.6666,2565.0288,1340.3059,2567.792,1344.0925,2568.9907,1336.1941,2569.867,1328.5157,2549.6008,1293.6604,2555.3196,1276.0801,2489.0386,1354.2496,2491.1226,1345.818,2300.555,1214.4563,2392.7117,1267.8423,2244.1523,1520.349,2341.3237,1572.8799,2255.1934,1742.9451,2349.5657,1854.0531,2324.9604,1740.5266,2429.8735,1880.6771,2332.7495,1752.3036,2431.4922,1844.319,2310.1018,1763.1244,2398.8909,1836.1237,1808.4039,1195.8029,1825.0853,1242.251,1389.166,1403.1566,1386.0156,1468.2336,1001.41,1572.6178,963.48083,1644.8292,899.3192,1579.133,861.9467,1651.4902,1055.2415,1766.852,1024.3715,1855.6354
pushups_up,2431.7532,1511.9124,2462.719,1490.3838,2462.4265,1485.8951,2462.054,1481.2223,2461.7705,1489.6624,2461.5066,1484.205,2460.9917,1478.9418,2444.8032,1446.0757,2443.8762,1441.5137,2396.382,1501.9177,2395.046,1498.6377,2237.3264,1390.3438,2280.1484,1448.4,2158.6067,1636.8589,2193.846,1697.0765,2151.1978,1830.9799,2201.8376,1927.3076,2201.7405,1834.8285,2260.254,1954.2028,2210.434,1847.6311,2266.3477,1928.4156,2190.3274,1855.3392,2240.6455,1918.2385,1804.4104,1412.3076,1806.3722,1458.3564,1449.3687,1554.7006,1441.0815,1614.1224,1113.7136,1681.9679,1085.2928,1734.2141,1029.1189,1684.8936,1001.33673,1734.6931,1149.3936,1845.6508,1131.7023,1902.7367
pushups_up,1422.903,739.09937,1432.2883,725.84064,1431.1368,723.9351,1429.9564,721.90924,1433.1001,726.039,1432.7198,723.70374,1432.2573,721.4518,1418.1077,706.4414,1420.1487,706.1531,1405.2819,736.96643,1406.1527,735.7778,1315.3878,709.78064,1355.1952,713.3927,1326.4415,836.2374,1362.258,839.6439,1360.3989,936.2976,1389.264,957.0442,1382.4879,942.1703,1414.2048,971.7632,1385.752,944.82434,1415.3428,962.46094,1377.9818,945.6487,1404.7122,959.7036,1104.6335,703.1909,1115.9379,705.6365,949.4313,800.09546,959.1876,819.1651,806.8167,884.0802,790.41284,909.02576,770.1372,889.5376,750.57404,916.7056,825.1847,949.61896,809.7276,976.13696
